date,city,store,product,sales_revenue_aud,orders,customers,sales_channel,notes
2024-03-18,Perth,Perth-Murray,Classic Rain Jacket,2777.71,17,17,In-store,
2024-03-19,Sydney,Sydney CBD,Classic Rain Jacket,4271.79,23,21,Online,
2024-03-19,Melbourne,Melbourne Central,Premium Storm Jacket,5619.06,33,30,In-store,
2024-03-19,Brisbane,Brisbane Queen St,Lightweight Poncho,5652.75,28,24,In-store,
2024-03-19,Perth,Perth Murray St,Lightweight Poncho,3771.22,37,30,Online,
2024-03-20,Sydney,Sydney CBD,Classic Rain Jacket,2088.62,20,16,Online,
2024-03-20,Melbourne,Melbourne Central,Classic Rain Jacket,6387.64,37,28,In-store,
2024-03-20,Brisbane,Brisbane Queen St,Classic Rain Jacket,4014.69,22,16,Online,
2024-03-20,Perth,Perth Murray St,Premium Storm Jacket,2818.43,32,31,Online,
2024-03-21,Sydney,Sydney CBD,Classic Rain Jacket,3142.09,19,17,phone,
2024-03-21,Melbourne,Melbourne Central,Urban Waterproof Jacket,5562.22,36,30,Online,
2024-03-21,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3100.48,37,27,In-store,
2024-03-21,Perth,Perth Murray St,Classic Rain Jacket,3212.87,16,12,walk in,
2024-03-22,Sydney,Sydney CBD,Classic Rain Jacket,1370.87,18,15,Online,
2024-03-22,Melbourne,Melbourne Central,Lightweight Poncho,2826.53,14,14,Online,
2024-03-22,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,4373.12,33,25,walk in,City typo/inconsistent format;
2024-03-22,Perth,Perth Murray St,Urban Waterproof Jacket,3474.32,26,20,walk in,
2024-03-23,Sydney,Sydney CBD,Premium Storm Jacket,2900.97,31,31,walk in,
2024-03-23,Melbourne,Melbourne Central,Classic Rain Jacket,3090.67,29,28,In-store,City typo/inconsistent format;
2024-03-23,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3985.56,37,32,In-store,
2024-03-23,Perth,Perth Murray St,Classic Rain Jacket,3358.46,39,31,Online,
2024-03-24,Sydney,Sydney CBD,Premium Storm Jacket,4048.82,22,20,In-store,
2024-03-24,Melbourne,Melbourne Central,Urban Waterproof Jacket,2744.45,34,29,walk in,
2024-03-24,Brisbane,Brisbane Queen St,Premium Storm Jacket,3037.68,15,11,In-store,
2024-03-24,Perth,Perth Murray St,Urban Waterproof Jacket,3270.06,31,29,walk in,
2024-03-25,Sydney,Sydney CBD,Urban Waterproof Jacket,2846.88,32,27,Online,
2024-03-25,Sydney,Sydney CBD,Lightweight Poncho,2846.88,32,27,In-store,Possible duplicate row
2024-03-25,Melbourne,Melbourne Central,Lightweight Poncho,4679.28,31,27,Online,
2024-03-25,Brisbane,Brisbane Queen St,Lightweight Poncho,2699.68,29,23,Online,
2024-03-25,Perth,Perth Murray St,Classic Rain Jacket,4277.43,22,21,walk in,
2024-03-26,Sydney,Sydney CBD,Lightweight Poncho,3951.6,35,27,walk in,
2024-03-26,Melbourne,Melbourne Central,Urban Waterproof Jacket,6040.16,33,27,In-store,
2024-03-26,Brisbane,Brisbane Queen St,Lightweight Poncho,2669.53,28,24,phone,
2024-03-26,Perth,Perth Murray St,Lightweight Poncho,5632.22,31,26,In-store,
2024-03-27,Sydney,Sydney CBD,Lightweight Poncho,2569.45,25,19,Online,
2024-03-27,Melbourne,Melbourne Central,Premium Storm Jacket,3890.8,30,24,Online,
2024-03-27,Brisbane,Bris Queen St,Classic Rain Jacket,4553.69,36,34,Online,
2024-03-27,Perth,Perth Murray St,Classic Rain Jacket,1648.73,17,15,Online,
2024-03-28,Sydney,Sydney CBD,Lightweight Poncho,5701.33,36,31,In-store,
2024-03-28,Melbourne,Melbourne Central,Classic Rain Jacket,3613.78,39,33,Online,
2024-03-28,Brisbane,Brisbane Queen St,Premium Storm Jacket,2554.54,21,21,In-store,
2024-03-28,Perth,Perth Murray St,Classic Rain Jacket,5000.29,25,21,walk in,
2024-03-29,Sydney,Sydney CBD,Premium Storm Jacket,3424.75,39,37,Online,
2024-03-29,Melbourne,Melbourne Central,Premium Storm Jacket,4341.29,37,35,In-store,
2024-03-29,Brisbane,Brisbane Queen St,Premium Storm Jacket,3891.9,22,21,walk in,
2024-03-29,Perth,Perth Murray St,Premium Storm Jacket,3303.75,37,31,Online,
2024-03-30,Sydney,Sydney CBD,Classic Rain Jacket,3484.28,18,17,Online,
2024-03-30,Melbourne,Melbourne Central,Premium Storm Jacket,4027.53,35,31,In-store,
2024-03-30,Brisbane,Brisbane Queen St,Lightweight Poncho,4346.39,25,18,In-store,
2024-03-30,Perth,Perth Murray St,Lightweight Poncho,4637.91,30,28,walk in,
2024-03-31,Sydney,Sydney CBD,Premium Storm Jacket,3625.52,39,30,Online,
2024-03-31,Melbourne,Melbourne Central,Lightweight Poncho,0.0,29,26,In-store,Missing revenue;
2024-03-31,Brisbane,Brisbane Queen St,Premium Storm Jacket,2714.23,16,12,In-store,
2024-03-31,Perth,Perth Murray St,Lightweight Poncho,2066.13,22,56,walk in,Customers unusually high vs orders;
2024-04-01,Sydney,Sydney CBD,Classic Rain Jacket,6541.4,34,27,phone,
2024-04-01,Melbourne,Melbourne Central,Urban Waterproof Jacket,2754.74,28,22,In-store,Orders stored as text;
2024-04-01,Brisbane,Brisbane Queen St,Premium Storm Jacket,3907.23,29,27,Online,
2024-04-01,Perth,Perth Murray St,Urban Waterproof Jacket,1898.66,21,20,walk in,
2024-04-02,Sydney,Sydney CBD,Premium Storm Jacket,2797.97,22,20,Online,
2024-04-02,Melbourne,Melbourne Central,Lightweight Poncho,3656.42,33,33,In-store,
2024-04-02,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2355.05,31,29,Online,
2024-04-02,Perth,Perth Murray St,Lightweight Poncho,2806.43,36,34,walk in,
2024-04-03,Sydney,Sydney CBD,Lightweight Poncho,5515.73,35,36,phone,
2024-04-03,Melbourne,Melbourne Central,Classic Rain Jacket,3375.11,33,25,In-store,
2024-04-03,Brisbane,Brisbane Queen St,Premium Storm Jacket,2932.68,22,19,walk in,
2024-04-03,Unknown,Perth Murray St,Classic Rain Jacket,2161.71,24,24,phone,
2024-04-04,Sydney,Sydney CBD,Premium Storm Jacket,3728.29,30,26,In-store,
2024-04-04,Melbourne,Melbourne Central,Classic Rain Jacket,2656.28,28,21,In-store,
2024-04-04,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2162.42,20,17,walk in,
2024-04-04,Perth,Perth Murray St,Classic Rain Jacket,5875.16,38,33,In-store,
2024-04-05,Sydney,Sydney CBD,Urban Waterproof Jacket,1742.55,18,13,In-store,
2024-04-05,Melbourne,Melbourne Central,Premium Storm Jacket,1908.15,23,19,Online,
2024-04-05,Brisbane,Brisbane Queen St,Premium Storm Jacket,2457.52,26,20,walk in,
2024-04-05,Perth,Perth Murray St,Classic Rain Jacket,2472.4,27,21,Online,
2024-04-06,Sydney,Sydney CBD,Lightweight Poncho,2586.08,28,22,phone,
2024-04-06,Melbourne,Melbourne Central,Premium Storm Jacket,3712.35,19,15,Online,
2024-04-06,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,1609.28,15,15,Online,
2024-04-06,Perth,Perth Murray St,Classic Rain Jacket,4730.38,33,29,walk in,
2024-04-07,Sydney,Sydney CBD,Urban Waterproof Jacket,4817.09,30,30,Online,
2024-04-07,Melbourne,Melbourne Central,Classic Rain Jacket,3425.09,36,31,walk in,
2024-04-07,Brisbane,Brisbane Queen St,Premium Storm Jacket,3132.58,36,35,Online,
2024-04-07,Perth,Perth Murray St,Premium Storm Jacket,2206.18,29,24,Online,
2024-04-08,Sydney,Sydney CBD,Classic Rain Jacket,1804.45,21,19,Online,
2024-04-08,Melbourne,Melbourne Central,Classic Rain Jacket,3218.16,36,34,Online,
2024-04-08,Brisbane,Brisbane Queen St,Premium Storm Jacket,3068.32,33,27,phone,
2024-04-08,Perth,Perth Murray St,Classic Rain Jacket,7270.83,49,42,Online,
2024-04-09,Unknown,Sydney CBD,Urban Waterproof Jacket,3248.63,24,24,walk in,
2024-04-09,Melbourne,Melbourne Central,Premium Storm Jacket,2503.0,30,26,walk in,
2024-04-09,Brisbane,Brisbane Queen St,Lightweight Poncho,4042.11,37,29,Online,
2024-04-09,Perth,Perth Murray St,Lightweight Poncho,3290.75,37,37,Online,
2024-04-10,Sydney,Sydney CBD,Lightweight Poncho,1901.94,0,18,walk in,Missing orders;
2024-04-10,Melbourne,Melbourne Central,Classic Rain Jacket,5262.93,28,29,phone,
2024-04-10,Brisbane,Brisbane Queen St,Classic Rain Jacket,2371.64,23,19,Online,
2024-04-10,Perth,Perth Murray St,Lightweight Poncho,4246.78,23,20,phone,
2024-04-11,Sydney,Sydney CBD,Classic Rain Jacket,4634.09,29,28,Online,
2024-04-11,Melbourne,Melbourne Central,Urban Waterproof Jacket,5538.58,27,24,Online,
2024-04-11,Unknown,Perth Murray St,Premium Storm Jacket,4578.71,34,34,phone,City typo/inconsistent format;
2024-04-12,Sydney,Sydney CBD,Premium Storm Jacket,2872.65,15,11,In-store,
2024-04-12,Melbourne,Melb Central,Lightweight Poncho,3458.43,31,26,phone,
2024-04-12,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2197.86,26,24,Online,
2024-04-12,Perth,Perth Murray St,Lightweight Poncho,4742.01,24,23,phone,
2024-04-13,Unknown,Sydney CBD,Urban Waterproof Jacket,6374.11,33,34,In-store,City typo/inconsistent format;
2024-04-13,Melbourne,Melbourne Central,Lightweight Poncho,2798.12,36,35,In-store,
2024-04-13,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3263.6,20,19,Online,
2024-04-13,Perth,Perth Murray St,Classic Rain Jacket,2741.57,15,14,Online,
2024-04-14,Sydney,Sydney CBD,Classic Rain Jacket,3110.66,32,30,walk in,
2024-04-14,Melbourne,Melbourne Cntrl,Urban Waterproof Jacket,2778.8,22,17,Online,
2024-04-14,Brisbane,Brisbane Queen St,Classic Rain Jacket,5901.94,35,35,In-store,
2024-04-14,Perth,Perth Murray St,Lightweight Poncho,2219.39,26,27,In-store,
2024-04-15,Sydney,Sydney CBD,Classic Rain Jacket,2990.2,20,20,walk in,
2024-04-15,Melbourne,Melbourne Central,Lightweight Poncho,5993.32,39,40,In-store,
2024-04-15,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3085.56,17,16,Online,
2024-04-15,Perth,Perth Murray St,Premium Storm Jacket,2666.17,27,26,Online,
2024-04-16,Melbourne,Melb Central,Lightweight Poncho,3960.31,29,22,Online,
2024-04-16,Brisbane,Brisbane Queen St,Classic Rain Jacket,4135.23,23,23,In-store,
2024-04-16,Perth,Perth Murray St,Urban Waterproof Jacket,6850.38,35,29,phone,
2024-04-17,Sydney,Sydney-CBD,Lightweight Poncho,4609.03,24,23,Online,
2024-04-17,Melbourne,Melbourne Central,Urban Waterproof Jacket,6590.11,39,34,Online,
2024-04-17,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2557.53,19,19,Online,
2024-04-17,Perth,Perth Murray St,Urban Waterproof Jacket,1837.99,14,13,walk in,
2024-04-18,Sydney,Sydney CBD,Urban Waterproof Jacket,3296.17,28,27,In-store,
2024-04-18,Melbourne,Melbourne Central,Premium Storm Jacket,5010.09,31,32,In-store,
2024-04-18,Brisbane,Brisbane Queen St,Lightweight Poncho,2508.42,28,25,Online,
2024-04-18,Perth,Perth Murray St,Classic Rain Jacket,4141.57,37,36,phone,
2024-04-19,Sydney,Sydney CBD,Urban Waterproof Jacket,1993.55,21,17,phone,City typo/inconsistent format;
2024-04-19,Melbourne,Melbourne Central,Lightweight Poncho,4001.78,0,25,In-store,Missing orders;
2024-04-19,Brisbane,Brisbane Queen St,Premium Storm Jacket,3006.5,27,27,In-store,
2024-04-19,Perth,Perth Murray St,Premium Storm Jacket,3316.82,20,20,In-store,
2024-04-20,Sydney,Sydney CBD,Urban Waterproof Jacket,3201.17,38,35,Online,
2024-04-20,Melbourne,Melbourne Central,Premium Storm Jacket,3869.85,33,32,walk in,
2024-04-20,Brisbane,Brisbane Queen St,Lightweight Poncho,5793.89,31,32,Online,
2024-04-20,Perth,Perth Murray St,Lightweight Poncho,3644.39,23,19,phone,
2024-04-21,Sydney,Sydney CBD,Urban Waterproof Jacket,2387.86,21,17,phone,
2024-04-21,Melbourne,Melbourne Central,Classic Rain Jacket,2657.39,35,33,Online,
2024-04-21,Brisbane,Brisbane Queen St,Lightweight Poncho,4862.2,24,24,Online,
2024-04-21,Perth,Perth Murray St,Lightweight Poncho,5177.03,32,29,In-store,
2024-04-22,Sydney,Sydney CBD,Premium Storm Jacket,671.08,5,4,Online,
2024-04-22,Melbourne,Melbourne Central,Classic Rain Jacket,3741.84,29,29,walk in,
2024-04-22,Brisbane,Brisbane Queen St,Classic Rain Jacket,2195.56,25,22,Online,
2024-04-22,Perth,Perth-Murray,Classic Rain Jacket,1480.0,18,14,walk in,City typo/inconsistent format;
2024-04-23,Sydney,Sydney CBD,Classic Rain Jacket,4124.67,22,22,In-store,
2024-04-23,Melbourne,Melbourne Cntrl,Premium Storm Jacket,1985.7,22,21,phone,
2024-04-23,Brisbane,Brisbane Queen St,Premium Storm Jacket,4945.87,31,26,walk in,
2024-04-23,Perth,Perth Murray St,Urban Waterproof Jacket,2492.06,26,24,walk in,
2024-04-24,Sydney,Sydney CBD,Classic Rain Jacket,2496.81,25,22,In-store,
2024-04-24,Melbourne,Melbourne Central,Urban Waterproof Jacket,3533.58,27,24,Online,
2024-04-24,Brisbane,Brisbane Queen St,Lightweight Poncho,4273.97,35,33,In-store,
2024-04-24,Unknown,Perth Murray St,Lightweight Poncho,2499.65,29,26,In-store,
2024-04-25,Sydney,Sydney CBD,Urban Waterproof Jacket,2115.91,0,20,In-store,Invalid orders value;
2024-04-25,Melbourne,Melbourne Central,Lightweight Poncho,3201.18,22,19,Online,
2024-04-25,Brisbane,Brisbane Queen St,Premium Storm Jacket,3579.09,21,16,Online,
2024-04-25,Perth,Perth Murray St,Premium Storm Jacket,4877.29,32,29,In-store,
2024-04-26,Sydney,Sydney CBD,Premium Storm Jacket,4262.65,26,22,In-store,
2024-04-26,Melbourne,Melbourne Central,Classic Rain Jacket,3247.98,20,17,walk in,
2024-04-26,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,1789.82,21,19,In-store,
2024-04-26,Perth,Perth Murray St,Classic Rain Jacket,3487.6,27,24,walk in,
2024-04-27,Sydney,Sydney CBD,Lightweight Poncho,7395.54,40,41,In-store,
2024-04-27,Brisbane,Brisbane Queen St,Premium Storm Jacket,4283.12,30,28,Online,
2024-04-27,Perth,Perth Murray St,Premium Storm Jacket,2886.41,33,28,In-store,
2024-04-28,Sydney,Sydney CBD,Urban Waterproof Jacket,3270.11,16,12,In-store,
2024-04-28,Melbourne,Melbourne Central,Lightweight Poncho,2970.85,16,15,walk in,
2024-04-28,Brisbane,Brisbane Queen St,Lightweight Poncho,2937.07,27,28,In-store,Orders stored as text;
2024-04-28,Perth,Perth Murray St,Lightweight Poncho,2256.77,23,20,Online,
2024-04-29,Sydney,Sydney CBD,Classic Rain Jacket,7307.48,37,37,phone,
2024-04-29,Melbourne,Melbourne Central,Premium Storm Jacket,3286.33,28,22,Online,
2024-04-29,Brisbane,Brisbane Queen St,Classic Rain Jacket,5135.82,30,27,In-store,
2024-04-29,Perth,Perth Murray St,Lightweight Poncho,1234.08,11,9,phone,
2024-04-30,Melbourne,Melbourne Central,Premium Storm Jacket,6413.68,38,33,In-store,
2024-04-30,Brisbane,Brisbane Queen St,Classic Rain Jacket,5572.71,32,31,Online,
2024-04-30,Perth,Perth Murray St,Premium Storm Jacket,2665.94,22,21,Online,
2024-05-01,Sydney,Sydney CBD,Premium Storm Jacket,3402.65,41,32,In-store,
2024-05-01,Melbourne,Melbourne Central,Lightweight Poncho,4141.31,42,33,walk in,
2024-05-01,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3845.93,46,37,walk in,
2024-05-02,Sydney,Sydney CBD,Premium Storm Jacket,3260.02,25,23,In-store,
2024-05-02,Sydney,Sydney CBD,Premium Storm Jacket,3260.02,25,23,Online,Possible duplicate row
2024-05-02,Melbourne,Melbourne Central,Lightweight Poncho,2188.32,26,21,In-store,
2024-05-02,Brisbane,Brisbane Queen St,Lightweight Poncho,2347.78,24,18,In-store,
2024-05-02,Perth,Perth Murray St,Premium Storm Jacket,2947.0,0,21,Online,City typo/inconsistent format; Missing orders;
2024-05-03,Sydney,Sydney CBD,Classic Rain Jacket,2070.73,23,20,In-store,
2024-05-03,Melbourne,Melbourne Central,Urban Waterproof Jacket,2033.1,16,16,Online,
2024-05-03,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,4737.96,29,26,In-store,
2024-05-03,Perth,Perth Murray St,Lightweight Poncho,2480.24,27,26,In-store,
2024-05-04,Sydney,Sydney CBD,Urban Waterproof Jacket,886.03,9,8,In-store,
2024-05-04,Melbourne,Melbourne Central,Urban Waterproof Jacket,4927.51,35,30,Online,
2024-05-04,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3357.04,23,17,In-store,
2024-05-04,Perth,Perth Murray St,Premium Storm Jacket,3416.83,37,34,In-store,
2024-05-05,Sydney,Sydney CBD,Premium Storm Jacket,3873.83,25,23,walk in,
2024-05-05,Melbourne,Melbourne Cntrl,Urban Waterproof Jacket,3358.47,27,25,In-store,Orders stored as text;
2024-05-05,Brisbane,Brisbane Q Street,Urban Waterproof Jacket,1918.8,21,19,Online,
2024-05-05,Perth,Perth Murray St,Urban Waterproof Jacket,3886.79,34,31,In-store,
2024-05-06,Sydney,Sydney CBD,Classic Rain Jacket,4450.32,29,27,walk in,
2024-05-06,Melbourne,Melbourne Central,Classic Rain Jacket,2304.25,22,16,phone,
2024-05-06,Perth,Perth Murry St,Lightweight Poncho,3821.43,35,28,In-store,
2024-05-07,Unknown,Sydney CBD,Urban Waterproof Jacket,2156.88,13,12,In-store,
2024-05-07,Melbourne,Melbourne Central,Classic Rain Jacket,4534.59,27,25,walk in,
2024-05-07,Brisbane,Brisbane Queen St,Classic Rain Jacket,3961.71,23,19,Online,
2024-05-07,Perth,Perth Murray St,Premium Storm Jacket,2301.8,24,19,Online,
2024-05-08,Sydney,Sydney CBD,Classic Rain Jacket,2789.51,0,17,phone,Invalid orders value;
2024-05-08,Melbourne,Melbourne Central,Lightweight Poncho,2415.82,25,22,Online,
2024-05-08,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,11264.12,56,54,walk in,
2024-05-08,Perth,Perth Murray St,Premium Storm Jacket,2652.5,27,26,Online,
2024-05-09,Sydney,Sydney CBD,Lightweight Poncho,2610.31,28,22,phone,
2024-05-09,Melbourne,Melbourne Central,Urban Waterproof Jacket,2807.59,28,25,walk in,
2024-05-09,Brisbane,Brisbane Queen St,Premium Storm Jacket,3104.27,20,16,phone,
2024-05-09,Perth,Perth-Murray,Classic Rain Jacket,5144.96,33,27,walk in,
2024-05-10,Sydney,Sydney CBD,Urban Waterproof Jacket,4896.3,30,24,walk in,
2024-05-10,Melbourne,Melbourne Central,Lightweight Poncho,2593.97,26,22,walk in,
2024-05-10,Brisbane,Brisbane Queen St,Lightweight Poncho,5554.23,29,23,In-store,
2024-05-10,Perth,Perth Murray St,Lightweight Poncho,2074.33,22,20,walk in,
2024-05-11,Sydney,Sydney CBD,Urban Waterproof Jacket,2503.11,27,23,phone,
2024-05-11,Melbourne,Melbourne Central,Classic Rain Jacket,5058.31,39,34,Online,
2024-05-11,Brisbane,Brisbane Queen St,Classic Rain Jacket,1780.99,19,14,walk in,
2024-05-11,Perth,Perth Murray St,Lightweight Poncho,3810.01,25,22,Online,
2024-05-12,Sydney,Sydney CBD,Classic Rain Jacket,4860.04,46,35,Online,
2024-05-12,Melbourne,Melb Central,Urban Waterproof Jacket,3130.03,37,31,walk in,
2024-05-12,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,1557.13,8,6,phone,
2024-05-12,Perth,Perth Murray St,Classic Rain Jacket,1904.92,14,13,Online,
2024-05-13,Sydney,Sydney-CBD,Premium Storm Jacket,4333.47,27,22,In-store,
2024-05-13,Melbourne,Melbourne Central,Urban Waterproof Jacket,3103.16,25,19,Online,
2024-05-13,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,0.0,37,30,Online,Missing revenue;
2024-05-13,Perth,Perth Murray St,Urban Waterproof Jacket,3935.73,20,16,phone,
2024-05-14,Sydney,Sydney CBD,Premium Storm Jacket,2083.63,16,13,In-store,
2024-05-14,Melbourne,Melbourne Central,Premium Storm Jacket,3165.08,33,28,In-store,
2024-05-14,Brisbane,Brisbane Queen St,Classic Rain Jacket,1975.81,26,26,walk in,
2024-05-14,Perth,Perth Murray St,Lightweight Poncho,1890.35,22,23,In-store,
2024-05-15,Sydney,Sydney CBD,Lightweight Poncho,2692.04,21,17,Online,
2024-05-15,Melbourne,Melbourne Central,Premium Storm Jacket,2958.07,35,36,Online,
2024-05-15,Brisbane,Brisbane Queen St,Lightweight Poncho,4126.89,27,28,In-store,
2024-05-15,Perth,Perth Murray St,Urban Waterproof Jacket,3446.89,34,33,phone,
2024-05-16,Sydney,Sydney CBD,Classic Rain Jacket,2893.53,33,29,In-store,
2024-05-16,Melbourne,Melbourne Central,Classic Rain Jacket,4760.04,36,30,In-store,
2024-05-16,Brisbane,Brisbane Queen St,Premium Storm Jacket,3898.38,29,26,walk in,
2024-05-16,Unknown,Perth Murray St,Urban Waterproof Jacket,2598.68,20,20,phone,
2024-05-17,Sydney,Sydney CBD,Urban Waterproof Jacket,1769.1,21,18,Online,
2024-05-17,Melbourne,Melbourne Central,Urban Waterproof Jacket,1189.31,14,13,Online,
2024-05-17,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,4868.04,30,22,Online,
2024-05-17,Perth,Perth-Murray,Classic Rain Jacket,1176.99,15,14,In-store,
2024-05-18,Sydney,Sydney CBD,Premium Storm Jacket,1851.9,14,10,Online,
2024-05-18,Melbourne,Melbourne Central,Classic Rain Jacket,2044.22,26,20,phone,
2024-05-18,Perth,Perth Murray St,Classic Rain Jacket,2375.88,24,24,phone,
2024-05-19,Sydney,Sydney-CBD,Urban Waterproof Jacket,3492.0,25,24,walk in,
2024-05-19,Melbourne,Melbourne Central,Urban Waterproof Jacket,2271.69,20,16,In-store,
2024-05-19,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,4767.51,24,23,In-store,
2024-05-19,Perth,Perth Murray St,Premium Storm Jacket,4728.74,30,25,Online,
2024-05-20,Sydney,Sydney CBD,Premium Storm Jacket,5779.89,34,28,In-store,
2024-05-20,Melbourne,Melbourne Central,Urban Waterproof Jacket,3470.95,36,34,In-store,
2024-05-20,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3486.92,36,34,walk in,
2024-05-20,Perth,Perth Murray St,Urban Waterproof Jacket,5097.24,26,19,In-store,
2024-05-21,Sydney,Syd CBD,Lightweight Poncho,5637.32,32,25,phone,
2024-05-21,Melbourne,Melbourne Central,Lightweight Poncho,3208.94,39,31,Online,
2024-05-21,Brisbane,Brisbane Queen St,Premium Storm Jacket,2386.75,28,27,In-store,
2024-05-21,Perth,Perth Murray St,Urban Waterproof Jacket,2976.98,31,25,In-store,
2024-05-22,Sydney,Sydney CBD,Premium Storm Jacket,3104.11,19,17,In-store,
2024-05-22,Melbourne,Melbourne Central,Classic Rain Jacket,2191.76,17,13,Online,
2024-05-22,Brisbane,Brisbane Queen St,Lightweight Poncho,3142.06,35,34,In-store,
2024-05-22,Perth,Perth Murray St,Lightweight Poncho,0.0,19,18,In-store,Missing revenue;
2024-05-23,Sydney,Sydney CBD,Urban Waterproof Jacket,3841.41,22,21,phone,
2024-05-23,Melbourne,Melbourne Central,Premium Storm Jacket,2660.24,23,17,In-store,
2024-05-23,Brisbane,Brisbane Queen St,Premium Storm Jacket,2829.14,19,18,In-store,Orders stored as text;
2024-05-23,Unknown,Perth Murray St,Lightweight Poncho,5855.43,31,26,In-store,
